"State","Path","CurrentSha256","BaselineSha256"
"Added","public\brand\ptudio-wordmark-transparent-web.png","A229044C2DB28350A268A6AB0B7BFAD0114434477F273A83E2E84E643DAAC5E7",
"Added","src\app\(public)\about\page.tsx","E53B8A5C44F3568F193C2B7D68394FC9CC4D04556F8DD510320D6DB7A2CEF24B",
"Added","src\app\(public)\characters\[slug]\page.tsx","B3C5ED9EB5B37B4FAA2CF297FD40BB009D63F28F14257E1F81D5660D4671A663",
"Added","src\app\(public)\characters\page.tsx","60FE4320C1A5563225EB16E00A6F9573F7D11D547301F87E94BBCE0EBF058605",
"Added","src\app\(public)\contact\page.tsx","88E1E5F13F9508B2F5808A66D53B06394223E56C0CEAA4B374251B52728F955D",
"Added","src\app\(public)\departments\[divisionSlug]\feed\page.tsx","9E551C695B5CE7E7418FD5CB76B3FE2CDD5A3014AE72A3A527CE9456DAD323DF",
"Added","src\app\(public)\departments\[divisionSlug]\teams\[teamSlug]\feed\page.tsx","E0CBAB21435BFC107FD4C8EE70241E136FF08002B1362CCACF24FB8478A48A90",
"Added","src\app\(public)\departments\page.tsx","D92908D6949D85B4AB15FC4DBFA8D44DEDAE69A36790411693E22315463A42F8",
"Added","src\app\(public)\discussion\[slug]\page.tsx","A92E8543806DE2F4D7C5F37855417D4020C4A47D5361496DCEEA803DB78EDFA9",
"Added","src\app\(public)\discussion\anonymous\page.tsx","6F59B3C2D9CAD011BAD157D89BE1A97063952FE5C317AC1F5EC6649012770F69",
"Added","src\app\(public)\discussion\page.tsx","56D026A9ED7BA03649F5053EF3E0417E8F67A87D5FB2A58C9666B4E80B17F0EC",
"Added","src\app\(public)\discussion\public\page.tsx","7952A471B363FA7C5BC76B7B0C806D5D42CE9BE143B1FFCDCA35BF5EAE542BE5",
"Added","src\app\(public)\division-feed\page.tsx","B90D9BC6513923B01214FB5BDBFAA1D9C3DB866C6EE8289E6E9D7C05E47A6054",
"Added","src\app\(public)\early-team-finding\page.tsx","5EF29DEE57E46F56191C4F3086C30D70D00E47474B3C8E3BA290C457A432F4A8",
"Added","src\app\(public)\error.tsx","AA122FC43BBFFD848C918F439702A191D6A323ACB9091925EC381BE18334A741",
"Added","src\app\(public)\intranet\page.tsx","50FF67969D08F71D7C74381CC2009834610F475114EC66EE238062AA8BD962D8",
"Added","src\app\(public)\knowledge\[slug]\page.tsx","0A66626172DD7042AC2A7F11FD6D4BEB7574F207C5A328C8522F05CDEF295B76",
"Added","src\app\(public)\knowledge\page.tsx","A924BB2B9215FCE90E83A77CA71C84CACF0C513258FA5E9058885C55A5475A3F",
"Added","src\app\(public)\layout.tsx","EB194A3C3D0456BEC71E634B66D8779ECBB81C9F6CB8EC68B1FD3F6CD4A3862E",
"Added","src\app\(public)\loading.tsx","D3353717759E225AD7E16ACE0B31F3488037C2E46423A4D60E49FE731A30A530",
"Added","src\app\(public)\login\page.tsx","6A7622362679DCE4485D3510A536A2F3CD129CF6B1DE6E002C02FA8950C27D34",
"Added","src\app\(public)\page.tsx","4DDB729D803CFB07112FD2FFDBCC37AD277120AFF6C51D6CA5E94E245D154BE5",
"Added","src\app\(public)\roadmap\page.tsx","8B4B5051BEFC5A97C656BC74A8D94B49620E590ACF42FCD3C2C918DEF847C64B",
"Added","src\app\(public)\signup\page.tsx","450EE2CECBF4F91BB54CD8B4D829410EFB8DE621979A10225EE754CA2C004B32",
"Added","src\app\admin\architect\page.tsx","9E5B328ACC72A73C93393B3BFC917B782E2A441B834A760B90D19C2A13685CA9",
"Added","src\app\admin\content\page.tsx","5DE4A1E2240F3AD77C3D8A94FC961759CEAFF744E96DA964096AD6D774F06B79",
"Added","src\app\admin\error.tsx","1D26DE9C614653FF7AE1DCA1445B2E38D9CE83416E153A70B65DAA5C978F14B8",
"Added","src\app\admin\layout.tsx","7E14ABF0FFDA5F9303898A7F3E6519B143F4423A7B339753B25D170D0945A3B8",
"Added","src\app\admin\loading.tsx","6BF7E221644D7E4122A03D1632BA94936C0A32801BC60A00511E5BAED7EFEEE7",
"Added","src\app\admin\review\page.tsx","978F66E09ED0CC48F492FFB22354B4A77D07708AE8F491191B50A88560DA3F69",
"Added","src\app\admin\system\page.tsx","6949AD6DA9F7D214D1137D4D8895F96DA65779B04D19773487E7D4DF9158A46D",
"Added","src\app\api\admin\discussions\[discussionId]\review\route.ts","7F6FA21583AF74519651DB0D00AA4E69469ECC819BCEE855D5D23F1B5B6E373E",
"Added","src\app\api\admin\discussions\[discussionId]\route.ts","8F87E7F5D3630A06206764E247E4BEB42B92CB8B0886B4C770B132B3764786A0",
"Added","src\app\api\admin\discussions\generate\route.ts","8044CF5698CA5447A3F959990BFF8013E71954D2AD51C6559BFF9033BBA4C4A0",
"Added","src\app\api\admin\discussions\route.ts","F6E360136E91D7FDE31BFE4FE78612C47D6338507A11947A381BA19EF05661A9",
"Added","src\app\api\organization\_lib\response.ts","585E2D8161697CDA8C4361CDEA27D2A9BC657DAA217D218785F521419530854B",
"Added","src\app\api\organization\company\route.ts","D43C711DEEBC39A12C749E6B153A15E2679CCB695E42B29F095AABBBCF01A958",
"Added","src\app\api\organization\divisions\[divisionId]\route.ts","19CBAD50E3735FD7A954250E015AE9F81F953CB973AE701E5B1C97E1C9F19AEE",
"Added","src\app\api\organization\divisions\route.ts","C9544730EAB9491F924D06E793464C4CA17655D6D7AE23F444A1BF7868311813",
"Added","src\app\api\organization\employees\[employeeId]\route.ts","5A9377454D61843867892B062B3D295B8DB16581953FC6DDFA9D1B6EA2554FA0",
"Added","src\app\api\organization\employees\[employeeId]\showcase\route.ts","7E5756527FD1F80495C0F0C1084C200E10A297E4CA7D22C04D2256EF36D4E891",
"Added","src\app\api\organization\employees\route.ts","EFDC79BD4FCC9B9CF50D05E3C532DD19DC8AE1739C37670EE9BF6F761518A89F",
"Added","src\app\robots.ts","347150E6CC616D58FBD52C2125BC87B583C3D61FBF028CC308DA38FE3516A8B4",
"Added","src\components\activity\activity-card.tsx","8F2C0598C418A294055B8EAB0A9C2BB891608C284C749900B21DF376A6C657A8",
"Added","src\components\admin\admin-navigation.tsx","C9816C629783A49E9C857E08B69C872B0D0CE73A0578C02F8153A23F1A17CAEC",
"Added","src\components\admin\discussion-generator-workspace.tsx","248E1E06228CB90D994E2EDA436C1CECA5BC7AEFAD0F85428773EAEA1034F6A1",
"Added","src\components\admin\operations-ui.tsx","A00BDB3A5D92DD39FF31C3DF4DAFF77B4BA8A924B919A236D83F5E39D876757E",
"Added","src\components\auth\access-placeholder.tsx","4C0274322AB0068ECF36918BFCE478C623136E1E4BFA8224ABD4358994BA643D",
"Added","src\components\brand\core-crystal-badge.tsx","378EBD6019438066F992A6420742FB694167527CAF9DC5EB2A9CA08002E045CC",
"Added","src\components\brand\division-icon.tsx","01FC90A8C9E74E99A127BA08828D2B887BABB63FDD3F587CBBC9C6ED8D8A218A",
"Added","src\components\content\feed-thumbnail.tsx","3DABEECFCD1FF4F0066DBC7AD2EB64BA38D8554AE16E17141776DBCFB4E2F652",
"Added","src\components\content\media-placeholder.tsx","74F9B6963406A8E53FDDFCAE9A67BACD26DAC2918AB7901EE2A2E58D9B27322E",
"Added","src\components\employee\employee-directory.tsx","7FBC24680141DE322D3657188996A5A6E6A8A60D89B7C5F66BDF9231067A423C",
"Added","src\components\feed\organization-feed-card.tsx","1D6F3D628A08AE2596609BAA1853F915E64D90213E5AFEB64D598A66BECBBE4E",
"Added","src\components\feed\organization-feed-view.tsx","A4A7C264DA8A051ABAB99687F26A6BE1C1ED00E7FA94D8BA0A70CE3C993BFCBC",
"Added","src\components\intranet\anonymous-feed-timeline.tsx","2535EEE2C088D5B1F4DE64DFDDC1AB1940693BBBAFFDE77389F195593DD8BA24",
"Added","src\components\intranet\employee-author-meta.tsx","345CD3AFF47CBCC1FA50C6A40D7B830851FD92AF1E197677982EAA18EB5DC961",
"Added","src\components\intranet\public-feed-timeline.tsx","5A9F8F6C927FCDC446E430491C57E204AAA44E61871394871F61D21D30444EA8",
"Added","src\components\knowledge\knowledge-library.tsx","A42034EDB7817FC709C4A8A9EB62FDAFAE8784126D6EDCC3D792076BEC3DD13D",
"Added","src\components\layout\header-overflow-menu.tsx","D442A5D16B45148BD5E05C0196F84F5C66851FAD259FDEE26B8D5E405F8F71AA",
"Added","src\components\layout\language-switch.tsx","3F07F0F0B1E872006C6A078B2028F66C26F128852894293CFAED46C696E65666",
"Added","src\components\layout\public-sidebar.tsx","120B3B54F318BAC20ACEB325678B36B26E487F4F741056EF25DB0EB0AD95CD81",
"Added","src\components\layout\site-navigation.tsx","75D60DB45EDD394AF4EDFC2BCEDB0EDDC3A4CA259EEC2687CA35A0BF37D2941B",
"Added","src\components\organization\division-structure-card.tsx","FA607EB3FDBCD3E34EC399D4AC65F07296D4C7B7AE541A17EA66EAACBBE1B52D",
"Added","src\components\organization\employee-avatar.tsx","5B2C12546D4D63FE3327318CDDE04AEC6B8542EE836FB322A31B5B3A150CA11A",
"Added","src\components\sections\main-hero.tsx","BC5044B9B1F4D0D09BB22411777CD37D0865298108E646B52CC9BADEF4BD4006",
"Added","src\components\sections\section-header.tsx","8D04810BBDC7F7E4A61E3A64DEBDD7911207297D0FB41717897D84FD86BC3CED",
"Added","src\components\sections\studio-overview.tsx","7BFDA918A7D6FB05879A50E544A7EBCC9F7776F37B10FA7C1FAF1CED2482E20A",
"Added","src\constants\assets.ts","7467B3F0D8E46191A0304676CA3F8D59FD06FCF467E4BBB10CDEB102A56C811D",
"Added","src\constants\discussion.ts","8BD8BEF61339F802DEF8C29FD8D4358786084E707354D6AF796EECCE1A9BBDEA",
"Added","src\data\activities.ts","27C843DCB290828EC608D3616704F77DD670348E5C65DCB7DDB87F25FE6765AD",
"Added","src\data\anonymous-intranet.ts","60B0179263CF45EBDEB02E4378FB6589C971FD0F3B36BD629487371C13AEFD26",
"Added","src\data\characters.ts","52C8C9D22DE305B71D7D5B9748D0E278CFBED2533D5B924F651125F5E28F3118",
"Added","src\data\contents.ts","8B8BA69A83C0699C83043F353038B580524F15AD7271F6E800FB14668589178C",
"Added","src\data\departments.ts","EF60421AFCE1EAD6756BA0FC153463695ADB058397E2BFFE61E5FF9275E1B83C",
"Added","src\data\discovery.ts","3EB67B47FD49A54693DCA8529F02A6FD0C86CB24C4DE4D6617AF17F400A57C66",
"Added","src\data\discussions.ts","2B020F0136C2F27E4E76206DDF29C8A36A54B05E1C16A67E16151CBA1BDABF14",
"Added","src\data\employee-showcases.ts","7BDC8FAFC9E09265B9BD8E636672C225979E915936699243FAA9924A3020894B",
"Added","src\data\index.ts","F2A199E211E9C1D56862FC26193AF13D145AECDF74E6C6C26EFD28CBB351E8E2",
"Added","src\data\knowledge.ts","B27B47F4A49AB6DB6C50A01DE8BD0C53D4DA7ABA9274AB6AF9D1B727696B3A42",
"Added","src\data\metrics.ts","4B1A2C328912F80C004620A44629F675C5EB4F09425EFC625A4855220F01D66B",
"Added","src\data\organization.ts","923D1D77A7DEC3480B193E4B2B09B57ABEA981ABBA9B83CA2D365F109A166830",
"Added","src\data\roadmap.ts","284A8538A169E5D91E3E452916E749D6BE81226B74A6A41B1887108CE05D1C4B",
"Added","src\data\sources.ts","53384B38922AB1F5EE3DBCD9D72201F76C3AA6478A9AAE0F9F2A1EBAE786C2DF",
"Added","src\data\topics.ts","D3A7C4557F240288BEDBDA3568E415E348FB694AA9D2C926CEDFFC0752C74F8E",
"Added","src\lib\__tests__\core-mvp-flow.test.ts","7F48B6110A4A41A89559AD8E888C095F39AFEDC146C393EB2A521EFF7B2E2892",
"Added","src\lib\ai\__tests__\openai-ai-provider.test.ts","95894D2D40DAE72B2C88065AF279D26F7DCD846D261F64144163C5A84D6A4151",
"Added","src\lib\ai\__tests__\prompts.test.ts","C94ED103F87819B4D835C6963AF2EBE0AAE80636EC07333FDB9D6EEFD9B2E3E4",
"Added","src\lib\ai\character-prompt-profile.ts","02DCFAFCCF962CBDF9080A688C3F0556134C25790CDE889DCAA00979DCEAD22D",
"Added","src\lib\ai\config.ts","5DECE73CB68319AE8CE4EB08532382BDD9ACAF5063F4E06C7158A20C97CE1EBB",
"Added","src\lib\ai\env.ts","7832B73493848021869EB87648D2DDE4D151BFC1C2C08E0AC76B4BF4331720C2",
"Added","src\lib\ai\errors.ts","47941FD8F68FF40C5E336E75644A90022877A60665AE7D47B3400A076796F176",
"Added","src\lib\ai\factory.ts","2ADCB803FE800929D6C69481BD7D4F7ADFB3100E5EFB370E743944AC41D65858",
"Added","src\lib\ai\index.ts","CB7A1FEEBDA44A06A25613F265DB6122C8923046C1DFD529588965750D88251F",
"Added","src\lib\ai\mock\mock-ai-provider.ts","33DFDD68056C1C98FA54FDA955F387963516F51E4FDDD0499ECC1317820194A5",
"Added","src\lib\ai\openai\client.ts","237B4D6FD42735124FC19206CA19065E3E6194485F326D37529161D788398A18",
"Added","src\lib\ai\openai\openai-ai-provider.ts","65DA4357250402BEE887C352C06B64EF19509969399FC35F236475C28769BD12",
"Added","src\lib\ai\prompts\consensus.prompt.ts","C81C3CD3D7813F9A490C8FC592AF2ED2DBE79C43B24E7624C84FD35959F8C797",
"Added","src\lib\ai\prompts\content-draft.prompt.ts","2FDED434DA8745E9FF5DFFA8418C118239699B3CF806A8687AA33DE6287F78C6",
"Added","src\lib\ai\prompts\cross-rebuttal.prompt.ts","B5F60E9269104BF78C5DC3FA96C7900A20D3C11ED0EBD2E4FB9B26071533E0C6",
"Added","src\lib\ai\prompts\index.ts","D906B64254D6427338348137B7CB31589C3F91DA8A8747E69A5097654540C01F",
"Added","src\lib\ai\prompts\initial-response.prompt.ts","8016CAB0FE23A5BDB534E1D36B0D3D07399D0DFA62B903CC94CED07442FE1B10",
"Added","src\lib\ai\prompts\prompt-formatters.ts","A0EF0A2F7E68495BA351E660EB4B0D683B578554B8002CB2CF6C191A7067D9C7",
"Added","src\lib\ai\types.ts","004D063C0C01D8D54C98823B6D08C33B4DB16B53784DD5484E67C9153D909F56",
"Added","src\lib\ai\validation.ts","A3B00E769F7BDD53547CF69F17896A449631482D8A4BBC6F58045216CECB60B3",
"Added","src\lib\anonymous-identity.ts","2ABFCECF7D28DE8A1503F55E72B00767E1D982FF563A09609382686B73637556",
"Added","src\lib\api\admin-discussions.client.ts","0ECFBA6C42F3D28FEC8AE96436DAE448C5699999A93F090686BC88914E7BEA11",
"Added","src\lib\api\organization.client.ts","23BC6F0727F69E14F4393D9C6BF2DBB27C11C97452390327C74B7C55BC126DA9",
"Added","src\lib\database\client.ts","C4F83DB5FFD3D1F7DAD15F69079CAD54AD165A5D609DDEF1C013E58AF46A083F",
"Added","src\lib\database\config.ts","5FDF42F7A0178DEC9A1CA5DAE6620E3A7F52AD293BCEA9CD0BFEA4EFEF7E1B4A",
"Added","src\lib\database\env.ts","CEFE91B12DC1BA743DF1B6A0E7521889F9F9B4B7B3F40D0979E3FCF6FA081900",
"Added","src\lib\database\index.ts","68922DF309327525D233917633304F18CB2BE2B259A399F5DDE017ED7133ADFF",
"Added","src\lib\database\migrations\2026-07-14-0001_initial_core_mvp.ts","E221B7C9BFF9BA599D42D3EED23B407D71864229EA6F2A37E46E1EDFE7BE70DB",
"Added","src\lib\database\migrations\2026-07-15-0002_canonical_organization.ts","68FCEB493EACAA13031A5EF0A9CBF7E94676E062FF9A8FDE79EF526433A0E0DF",
"Added","src\lib\database\provider.ts","C0916C57F051C5A1E4639BD3D6A5CE757CE9AA034C62E3BC4CC10DD7FAE6ACF4",
"Added","src\lib\database\run-migrations.ts","82BCE21F6203BD0A4C2FE55FD12DB66425048AFC3AF93A410E1A4F7CF86D0C34",
"Added","src\lib\database\run-seed.ts","F16BB50F7B13B7A1C4D639FBC196F058FF4241ED5E326858A2BB3E24AB8690D4",
"Added","src\lib\database\seed.ts","79F5022A82AF998675E61F677FE3FCAD6FA25939CF0D861B25EA70A127DE8D6F",
"Added","src\lib\database\types.ts","40C33F96942A024C04E3D280E38B6B69CE9C2FB07FCA41AD664497BF965652F8",
"Added","src\lib\deployment.ts","1FCCEB1A9C420091DCFA2A5F6A5C83760399A933BBA5597C975862E72D4528B5",
"Added","src\lib\discussion-engine\__tests__\ai-discussion-flow.test.ts","534515421555B30DADAD45FC973577BD9737D7B617D77F81A1A4ACF6D9D85F1C",
"Added","src\lib\discussion-engine\ai-discussion.service.ts","A879A7BDF9B3C05BA47D18AE24D33FAE9A1E1D2A16F8896BD575357E3D8F1066",
"Added","src\lib\discussion-engine\build-consensus.ts","889849BCE262C25D7C5A964868271244DEB7530EB987FA7D0034DA722E310658",
"Added","src\lib\discussion-engine\create-content-draft.ts","AEEF50A029E5DC2C54A1CC7B99C9D29BD0BF8BDC8600BC2B24C36F896C2127FF",
"Added","src\lib\discussion-engine\discussion-engine.service.ts","3224877F061866A43D427E53EE2CD4427882AF4F794B22B1F538B756DF397A3F",
"Added","src\lib\discussion-engine\generate-discussion-flow.ts","D04155A3BC354B9DBD674DF87D0DE50FF3F35AA8E071F5C222EE066E73BF884E",
"Added","src\lib\discussion-engine\index.ts","4BB2A0D53368C272A0842A5B82B3E5EDA88AA787C549E16FC1768EB6E6A03627",
"Added","src\lib\discussion-engine\review-workflow.ts","FE0FA6BCD388958A1F8B18E9207D5AAEA13E1225386EAE2BCF8008131AF806B5",
"Added","src\lib\mock-store\discussions.store.ts","CCEFFEB645A86C0A4489C64503E51019D4A83FD6A6901D3482E97C2540669A97",
"Added","src\lib\organization\index.ts","655F9DBE3D8A2E318DF8C80DB5D9BA800184AB5A49129F80E4B373D814907871",
"Added","src\lib\organization\organization-query.service.ts","896EC49FF686BF98F4952A5AC6EF96F40EB3EA5C985719E9D35CF4F88DDBFB6C",
"Added","src\lib\organization\organization-query.types.ts","FD97BD53BEB9A7844C3745FE1E5AE766FC7A260D56E9A4E7ECC24E2C8A61F557",
"Added","src\lib\public-discovery.ts","F6284ECB44C659A961B9AE4B0A8EFC14A15C4F8A36D838556E45CF34D79BBB6F",
"Added","src\lib\public-discussions.ts","0ACA6E3EE141CA1ABA918BE87717369C30205C4B707091B5640C893F473DBCE1",
"Added","src\lib\repositories\__tests__\mock-repositories.contract.test.ts","E60C989AA6AB1B663BB59A3AFAC6A0F37DFDD77822C0CD6A0546716D8F94C3CE",
"Added","src\lib\repositories\__tests__\postgres-repositories.contract.test.ts","CD5AC9029C2ED7FB29ABB229D728605B6A28F66F53F8B273AD7AC8539CF77DBE",
"Added","src\lib\repositories\__tests__\repository-contract.shared.ts","8E7D0CB1FA48E171DBD01674D24975EFA4DE83D69A15FB3307EC50906DEAEE59",
"Added","src\lib\repositories\characters.repository.ts","6E230B5948DD77FCE6619A170A16D46D570A013042A14A88215D2B31B6B70396",
"Added","src\lib\repositories\contents.repository.ts","B30232B7A7731C61787AB6FFC8FFB79AA00CECECA53728CE688842E86DC63EEF",
"Added","src\lib\repositories\discussion-flow-storage.ts","815DFF3B309257201CFDE97C508126BFFE816F27617239956FB33E6D3F4D636D",
"Added","src\lib\repositories\discussions.repository.ts","7FED83E8B52BD8BF288218CCB30B34AE225D0E3D671182F1E2BE1FC86E2E1B77",
"Added","src\lib\repositories\index.ts","75A97DD862502F1D7791E903274E6680FAAD25B3453250E14035776F97F78077",
"Added","src\lib\repositories\interfaces.ts","37068228862AAADA9BC758B9ACA669E11C1F712D7FDF6830BBDDE10D94B0AD3D",
"Added","src\lib\repositories\knowledge.repository.ts","3D694BDA39E742968380FBF2520529DDDF8EF3E42F5CF4B3516479C8D3F6156F",
"Added","src\lib\repositories\mock\mock-repositories.ts","0DB86A3F2E7ABEE7D2BB220ED04B00D303325B69863789D921EA67250AE7EB2E",
"Added","src\lib\repositories\organization.repository.ts","70941F43A6D4899E725604F49635C430FB963052D7B98A92D3D0BC8146E5CCC2",
"Added","src\lib\repositories\postgres\postgres-mappers.ts","7C60C8BD2CE499A65D741379E38F1636C9899BEB8F4A04177FF9E2D412000999",
"Added","src\lib\repositories\postgres\postgres-repositories.ts","DF6EF9D8A13517536153D475873E4DC26B59FD690A47D35E6F7ED4E4BAE5EAB9",
"Added","src\lib\repositories\postgres\postgres-repository-composition.ts","803868723859EF621FDBC0F19351126FA18C9D85B0B75F4BA4ED2CD1AFD5EEC5",
"Added","src\lib\repositories\repository-factory.ts","7438E151FB0BB5E615784F1BF117984B3A04F03F7B73DB4B8146D5EC9A1191F8",
"Added","src\lib\repositories\sources.repository.ts","2C660661833E3D48D0E7069857F7ADD7A56694181926ED135A859865C631D7B4",
"Added","src\lib\repositories\topics.repository.ts","48D47976FF2F4F40F2A35F807DD9EDFDE5B22B8FA2A5E299EED9801A9A3814DA",
"Added","src\types\activity.ts","C0F019F2FE079E8A5674ECB07873C9A394CBB42C358EACC730C2D1DCAB452F14",
"Added","src\types\api.ts","C80BFC3020916B9D684E41F2AEF5881444D118C0D8BAF1F4E7696309480564BC",
"Added","src\types\asset.ts","F2D962A749E1A38D0EB63BA80B0B34FDE075BE5BCA0BC3841831D5860E2B5862",
"Added","src\types\content.ts","1E989F0F6430D3A0CE4EF6C7A2B2A768B8D0AA92F0601EAFB3810CEAC4D856D3",
"Added","src\types\discovery.ts","E01569BB6ACFD13E4659314DB7DC3ED132F94062E925FC9FB5842624C5E7219D",
"Added","src\types\discussion.ts","7725B8DFD4F8B6F06DB62A7180F1D513F7848328CD8A9881E2BADF3157A42E77",
"Added","src\types\organization.ts","ECEC1D93A93058B8F9F5B7259F776070FF4EF29A3DA25F5D8EF38B9A755E510D",
"Added","src\types\organization-api.ts","6D7892FF400777E8A36E61081EC024C61837BACA9418100551748E0A4AAFA3B6",
"Added","src\types\prompt.ts","7D3757D8AF85AD21D1FE57E0AFB22CED2FACA36977D59B13E9D940359B119F8D",
"Added","src\types\review.ts","63D205A8460AA3DDDC8713E7E24B4CB44F83F7F8838C55732DC31A34B83EEF5C",
"Added","src\types\roadmap.ts","528E6033AAD2294CBEA3978C14B522C86DDD800A3F867D66F86D8B0F0C64DFEF",
"Added","src\types\source.ts","18269BA0327D12C4B9107A3E23772E8903BC4795E4AA1C97FAF3578678D471E7",
"Added","src\types\validation.ts","401FF42B576CE0B999460EF94F9B25AFF1ADB6A1B5FA525D65C6745A7BB5F408",
"DeletedCandidate","public\file.svg",,"2B67812C325C199A02536CDBEEA0C593A72F707D323B72EE3E08DBAB06753BD4"
"DeletedCandidate","public\globe.svg",,"B614B9BF183925957661AC851498FE1D8029FD43A62FBFED86F9E2624A57E7CF"
"DeletedCandidate","public\next.svg",,"55995DFAD6ECB4945A1E856DDCA03C5E16AA5BF13FD21B4DF6A74AE79357BCFC"
"DeletedCandidate","public\vercel.svg",,"F081337B2FEE635B455B63275406A3E7F39D6A014E25AD90DAB5A67E62A12AC4"
"DeletedCandidate","public\window.svg",,"644768C4AAEB4767BCE293344EEB0C125FB804A94D801440424072202D85E3A1"
"DeletedCandidate","src\app\about\page.tsx",,"DC6E31B07F05CDAF6CDAAD58A9D04B2234D486E41AB23EF1FD2F78F838B5DDA7"
"DeletedCandidate","src\app\characters\[slug]\page.tsx",,"9E86386A97E79AD51139407550A2F47B67F369FCBF18BBDB84B342FD88B6AB81"
"DeletedCandidate","src\app\characters\page.tsx",,"E53BF542DC3D7FA800CC125C191487E970D0EB8799FCF8D17D4DFF8503FE94D7"
